Entity ID,Beginning Date,Ending Date,Agency,Vendor,Vendor ID,Map Projection,Datum,Resolution,Resolution Unit,File Format,Product Type,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE  Corner Lat,NE  Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW  Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID
IFSARAK2012N6515W16245_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6515w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.93"N,162°37'32.07"W,65°29'54.17"N,162°50'12.64"W,65°31'00.83"N,162°29'51.35"W,65°15'04.80"N,162°24'58.25"W,65°13'58.80"N,162°45'08.11"W,65.3749804,-162.6255749,65.4983805,-162.8368444,65.5168971,-162.4975971,65.2513333,-162.4161805,65.2329999,-162.7522527,IFSARAK2012N6515W16245_01,IFSARAK2012N6515W16245_01
IFSARAK2012N6515W16300_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6515w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.89"N,162°52'32.01"W,65°29'53.27"N,163°05'20.62"W,65°31'02.28"N,162°44'52.23"W,65°15'05.59"N,162°39'50.20"W,65°13'57.27"N,163°00'07.09"W,65.3749693,-162.8755582,65.4981305,-163.089061,65.5172999,-162.7478416,65.2515527,-162.6639444,65.2325749,-163.0019694,IFSARAK2012N6515W16300_01,IFSARAK2012N6515W16300_01
IFSARAK2012N6515W16315_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6515w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.90"N,163°07'32.02"W,65°29'52.24"N,163°20'28.62"W,65°31'03.63"N,162°59'53.17"W,65°15'06.62"N,162°54'42.28"W,65°13'55.94"N,163°15'06.18"W,65.3749721,-163.125561,65.4978444,-163.3412833,65.5176749,-162.9981027,65.2518388,-162.9117444,65.2322054,-163.2517166,IFSARAK2012N6515W16315_01,IFSARAK2012N6515W16315_01
IFSARAK2012N6515W16330_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6515w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.88"N,163°22'31.91"W,65°29'51.26"N,163°35'36.32"W,65°31'05.03"N,163°14'54.22"W,65°15'07.55"N,163°09'34.42"W,65°13'54.52"N,163°30'04.91"W,65.3749666,-163.3755304,65.4975721,-163.5934221,65.5180638,-163.2483944,65.2520972,-163.1595611,65.231811,-163.5013638,IFSARAK2012N6515W16330_01,IFSARAK2012N6515W16330_01
IFSARAK2012N6515W16345_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6515w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.92"N,163°37'31.91"W,65°29'50.30"N,163°50'44.12"W,65°31'06.47"N,163°29'55.39"W,65°15'08.54"N,163°24'26.66"W,65°13'53.14"N,163°45'03.73"W,65.3749777,-163.6255304,65.4973055,-163.8455888,65.5184638,-163.4987194,65.2523722,-163.4074055,65.2314277,-163.7510361,IFSARAK2012N6515W16345_01,IFSARAK2012N6515W16345_01
IFSARAK2012N6515W16400_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6515w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.93"N,163°52'31.81"W,65°29'49.22"N,164°05'51.98"W,65°31'07.84"N,163°44'56.27"W,65°15'09.63"N,163°39'18.65"W,65°13'51.80"N,164°00'02.65"W,65.3749804,-163.8755027,65.4970055,-164.0977721,65.5188443,-163.7489638,65.252675,-163.6551805,65.2310554,-164.0007361,IFSARAK2012N6515W16400_01,IFSARAK2012N6515W16400_01
IFSARAK2012N6530W16215_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6530w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.93"N,162°07'32.04"W,65°44'56.01"N,162°19'59.14"W,65°45'57.66"N,161°59'49.25"W,65°30'03"N,161°55'11.64"W,65°29'01.98"N,162°15'10.10"W,65.6249804,-162.1255666,65.7488916,-162.3330943,65.7660166,-161.9970138,65.5008333,-161.9198999,65.4838833,-162.2528055,IFSARAK2012N6530W16215_01,IFSARAK2012N6530W16215_01
IFSARAK2012N6530W16230_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6530w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.96"N,162°22'32.02"W,65°44'55.14"N,162°35'07.42"W,65°45'59.10"N,162°14'49.93"W,65°30'03.92"N,162°10'03.39"W,65°29'00.61"N,162°30'09.38"W,65.6249888,-162.375561,65.7486499,-162.5853944,65.7664166,-162.2472027,65.5010888,-162.1676082,65.4835027,-162.5026055,IFSARAK2012N6530W16230_01,IFSARAK2012N6530W16230_01
IFSARAK2012N6530W16245_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6530w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.90"N,162°37'32.01"W,65°44'54.17"N,162°50'15.31"W,65°46'00.43"N,162°29'51.03"W,65°30'04.74"N,162°24'55.53"W,65°28'59.15"N,162°45'08.26"W,65.6249721,-162.6255582,65.7483805,-162.837586,65.766786,-162.4975083,65.5013166,-162.415425,65.4830971,-162.7522944,IFSARAK2012N6530W16245_01,IFSARAK2012N6530W16245_01
IFSARAK2012N6530W16300_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6530w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.90"N,162°52'31.87"W,65°44'53.24"N,163°05'23.26"W,65°46'01.84"N,162°44'51.82"W,65°30'05.65"N,162°39'47.37"W,65°28'57.75"N,163°00'07.19"W,65.6249721,-162.8755193,65.7481221,-163.0897944,65.7671777,-162.7477277,65.5015694,-162.6631583,65.4827082,-163.0019972,IFSARAK2012N6530W16300_01,IFSARAK2012N6530W16300_01
IFSARAK2012N6530W16315_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6530w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.88"N,163°07'31.98"W,65°44'52.20"N,163°20'31.24"W,65°46'03.14"N,162°59'53.06"W,65°30'06.63"N,162°54'39.67"W,65°28'56.40"N,163°15'06.18"W,65.6249666,-163.1255499,65.7478333,-163.342011,65.7675388,-162.9980721,65.5018416,-162.9110194,65.4823332,-163.2517166,IFSARAK2012N6530W16315_01,IFSARAK2012N6530W16315_01
IFSARAK2012N6530W16330_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6530w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.84"N,163°22'31.97"W,65°44'51.19"N,163°35'39.30"W,65°46'04.52"N,163°14'54.01"W,65°30'07.54"N,163°09'31.64"W,65°28'54.95"N,163°30'05.19"W,65.6249554,-163.3755471,65.7475527,-163.5942499,65.7679221,-163.248336,65.5020944,-163.1587888,65.4819304,-163.5014416,IFSARAK2012N6530W16330_01,IFSARAK2012N6530W16330_01
IFSARAK2012N6530W16345_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6530w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.88"N,163°37'31.87"W,65°44'50.25"N,163°50'47.07"W,65°46'05.97"N,163°29'55.09"W,65°30'08.53"N,163°24'23.72"W,65°28'53.58"N,163°45'03.91"W,65.6249666,-163.6255193,65.7472916,-163.8464083,65.7683249,-163.498636,65.5023694,-163.4065888,65.4815499,-163.7510861,IFSARAK2012N6530W16345_01,IFSARAK2012N6530W16345_01
IFSARAK2012N6530W16400_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6530w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.89"N,163°52'32.06"W,65°44'49.16"N,164°05'55.29"W,65°46'07.32"N,163°44'56.26"W,65°30'09.60"N,163°39'15.93"W,65°28'52.24"N,164°00'03.12"W,65.6249693,-163.8755721,65.7469888,-164.0986916,65.7686999,-163.748961,65.5026666,-163.654425,65.4811777,-164.0008666,IFSARAK2012N6530W16400_01,IFSARAK2012N6530W16400_01
IFSARAK2012N6545W16215_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6545w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.89"N,162°07'31.99"W,65°59'55.93"N,162°20'01.71"W,66°00'57.20"N,161°59'48.93"W,65°45'03.01"N,161°55'09.06"W,65°44'02.37"N,162°15'10.30"W,65.8749693,-162.1255527,65.9988694,-162.3338083,66.0158888,-161.9969249,65.7508361,-161.9191832,65.7339916,-162.2528611,IFSARAK2012N6545W16215_01,IFSARAK2012N6545W16215_01
IFSARAK2012N6545W16230_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6545w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.94"N,162°22'32.10"W,65°59'55.17"N,162°35'10.01"W,66°00'58.72"N,162°14'49.95"W,65°45'03.84"N,162°10'01.03"W,65°44'00.95"N,162°30'09.48"W,65.8749832,-162.3755832,65.9986583,-162.5861138,66.0163111,-162.2472083,65.7510666,-162.1669527,65.7335971,-162.5026333,IFSARAK2012N6545W16230_01,IFSARAK2012N6545W16230_01
IFSARAK2012N6545W16245_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6545w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.90"N,162°37'32.01"W,65°59'54.16"N,162°50'17.87"W,66°00'59.99"N,162°29'50.95"W,65°45'04.77"N,162°24'53.06"W,65°43'59.61"N,162°45'08.30"W,65.8749721,-162.6255582,65.9983777,-162.8382971,66.0166638,-162.497486,65.751325,-162.4147388,65.7332249,-162.7523055,IFSARAK2012N6545W16245_01,IFSARAK2012N6545W16245_01
IFSARAK2012N6545W16300_01,2012/07/08,2012/07/13,USGS,IntermapTechnologiesInc.,ORI_n6545w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.86"N,162°52'31.97"W,65°59'53.18"N,163°05'26.19"W,66°01'01.36"N,162°44'51.64"W,65°45'05.64"N,162°39'44.72"W,65°43'58.16"N,163°00'07.52"W,65.874961,-162.8755471,65.9981055,-163.0906083,66.0170443,-162.7476777,65.7515666,-162.6624222,65.7328221,-163.0020888,IFSARAK2012N6545W16300_01,IFSARAK2012N6545W16300_01
IFSARAK2012N6545W16315_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6545w16315P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.90"N,163°07'32.01"W,65°59'52.28"N,163°20'34.18"W,66°01'02.79"N,162°59'52.83"W,65°45'06.59"N,162°54'36.85"W,65°43'56.80"N,163°15'06.41"W,65.8749721,-163.1255582,65.9978555,-163.3428277,66.0174416,-162.9980083,65.7518305,-162.9102361,65.7324443,-163.2517805,IFSARAK2012N6545W16315_01,IFSARAK2012N6545W16315_01
IFSARAK2012N6545W16330_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6545w16330P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.85"N,163°22'31.89"W,65°59'51.27"N,163°35'42.22"W,66°01'04.16"N,163°14'53.69"W,65°45'07.49"N,163°09'28.65"W,65°43'55.34"N,163°30'05.32"W,65.8749582,-163.3755249,65.9975749,-163.595061,66.0178221,-163.2482471,65.7520805,-163.1579583,65.7320388,-163.5014777,IFSARAK2012N6545W16330_01,IFSARAK2012N6545W16330_01
IFSARAK2012N6545W16345_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6545w16345P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.87"N,163°37'32.08"W,65°59'50.31"N,163°50'50.35"W,66°01'05.58"N,163°29'55.06"W,65°45'08.46"N,163°24'20.94"W,65°43'53.96"N,163°45'04.32"W,65.8749638,-163.6255777,65.9973083,-163.8473194,66.0182166,-163.4986277,65.75235,-163.4058166,65.7316554,-163.7512,IFSARAK2012N6545W16345_01,IFSARAK2012N6545W16345_01
IFSARAK2012N6545W16400_01,2012/07/08,2012/07/10,USGS,IntermapTechnologiesInc.,ORI_n6545w16400P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.90"N,163°52'31.97"W,65°59'49.28"N,164°05'58.15"W,66°01'06.94"N,163°44'56.13"W,65°45'09.54"N,163°39'12.98"W,65°43'52.67"N,164°00'03.03"W,65.8749721,-163.8755471,65.9970221,-164.099486,66.0185943,-163.7489249,65.75265,-163.6536055,65.7312971,-164.0008416,IFSARAK2012N6545W16400_01,IFSARAK2012N6545W16400_01
IFSARAK2012N6600W16215_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6600w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.92"N,162°07'32.03"W,66°14'56.01"N,162°20'04.62"W,66°15'56.91"N,161°59'48.50"W,66°00'03"N,161°55'06.30"W,65°59'02.73"N,162°15'10.74"W,66.1249777,-162.1255638,66.2488916,-162.3346166,66.2658083,-161.9968055,66.0008333,-161.9184166,65.9840916,-162.2529833,IFSARAK2012N6600W16215_01,IFSARAK2012N6600W16215_01
IFSARAK2012N6600W16230_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6600w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.82"N,162°22'32"W,66°14'55.03"N,162°35'12.84"W,66°15'58.20"N,162°14'49.37"W,66°00'03.77"N,162°09'58.09"W,65°59'01.25"N,162°30'09.82"W,66.1249499,-162.3755554,66.2486194,-162.5868999,66.2661666,-162.2470471,66.0010472,-162.1661361,65.9836805,-162.5027277,IFSARAK2012N6600W16230_01,IFSARAK2012N6600W16230_01
IFSARAK2012N6600W16245_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6600w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.89"N,162°37'32.05"W,66°14'54.14"N,162°50'20.72"W,66°15'59.57"N,162°29'50.72"W,66°00'04.78"N,162°24'50.38"W,65°59'00.03"N,162°45'08.59"W,66.1249693,-162.6255693,66.2483721,-162.8390888,66.2665472,-162.4974221,66.0013277,-162.4139944,65.9833416,-162.7523861,IFSARAK2012N6600W16245_01,IFSARAK2012N6600W16245_01
IFSARAK2012N6600W16300_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6600w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°07'29.89"N,162°52'32.13"W,66°14'53.29"N,163°05'29.05"W,66°16'01.04"N,162°44'51.75"W,66°00'05.59"N,162°39'42.26"W,65°58'58.55"N,163°00'07.69"W,66.1249693,-162.8755916,66.248136,-163.0914027,66.2669554,-162.7477083,66.0015527,-162.6617388,65.9829304,-163.0021361,IFSARAK2012N6600W16300_01,IFSARAK2012N6600W16300_01
IFSARAK2012N6630W16215_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6630w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.91"N,162°07'32.20"W,66°44'56.01"N,162°20'10.06"W,66°45'56.14"N,161°59'48.30"W,66°30'03"N,161°55'01.39"W,66°29'03.51"N,162°15'11.22"W,66.6249749,-162.125611,66.7488916,-162.3361277,66.7655944,-161.9967499,66.5008333,-161.9170527,66.4843083,-162.2531166,IFSARAK2012N6630W16215_01,IFSARAK2012N6630W16215_01
IFSARAK2012N6630W16230_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6630w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.85"N,162°22'32"W,66°44'55.08"N,162°35'18.25"W,66°45'57.46"N,162°14'48.99"W,66°30'03.79"N,162°09'52.85"W,66°29'02.07"N,162°30'10.11"W,66.6249582,-162.3755554,66.7486333,-162.5884027,66.7659611,-162.2469416,66.5010527,-162.1646805,66.4839083,-162.5028083,IFSARAK2012N6630W16230_01,IFSARAK2012N6630W16230_01
IFSARAK2012N6630W16245_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6630w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°37'29.90"N,162°37'32.05"W,66°44'54.24"N,162°50'26.49"W,66°45'58.88"N,162°29'50.17"W,66°30'04.69"N,162°24'44.78"W,66°29'00.75"N,162°45'09.04"W,66.6249721,-162.6255693,66.7483999,-162.8406916,66.7663555,-162.4972694,66.5013027,-162.4124388,66.4835416,-162.7525111,IFSARAK2012N6630W16245_01,IFSARAK2012N6630W16245_01
IFSARAK2012N6645W16215_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6645w16215P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°52'29.87"N,162°07'31.92"W,66°59'56"N,162°20'12.57"W,67°00'55.76"N,161°59'47.72"W,66°45'02.95"N,161°54'58.40"W,66°44'03.84"N,162°15'11.19"W,66.8749638,-162.1255332,66.9988888,-162.3368249,67.0154888,-161.9965888,66.7508194,-161.9162222,66.7343999,-162.2531083,IFSARAK2012N6645W16215_01,IFSARAK2012N6645W16215_01
IFSARAK2012N6645W16230_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6645w16230P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°52'29.90"N,162°22'32.04"W,66°59'55.16"N,162°35'21.17"W,67°00'57.15"N,162°14'48.75"W,66°45'03.82"N,162°09'50.11"W,66°44'02.49"N,162°30'10.40"W,66.8749721,-162.3755666,66.9986555,-162.5892138,67.015875,-162.2468749,66.7510611,-162.1639194,66.7340249,-162.5028888,IFSARAK2012N6645W16230_01,IFSARAK2012N6645W16230_01
IFSARAK2012N6645W16245_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6645w16245P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°52'29.89"N,162°37'31.97"W,66°59'54.28"N,162°50'29.36"W,67°00'58.52"N,162°29'49.80"W,66°45'04.66"N,162°24'41.84"W,66°44'01.12"N,162°45'09.20"W,66.8749693,-162.6255471,66.998411,-162.8414888,67.0162555,-162.4971666,66.7512944,-162.4116222,66.7336444,-162.7525555,IFSARAK2012N6645W16245_01,IFSARAK2012N6645W16245_01
IFSARAK2012N6645W16300_01,2012/07/08,2012/09/05,USGS,IntermapTechnologiesInc.,ORI_n6645w16300P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,66°52'29.92"N,162°52'32.15"W,66°59'53.33"N,163°05'37.98"W,67°00'59.85"N,162°44'50.90"W,66°45'05.66"N,162°39'33.64"W,66°43'59.85"N,163°00'08.46"W,66.8749777,-162.8755971,66.9981471,-163.0938833,67.016625,-162.7474721,66.7515722,-162.6593444,66.7332916,-163.00235,IFSARAK2012N6645W16300_01,IFSARAK2012N6645W16300_01
IFSARAK2012N6500W16115_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6500w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'29.97"N,161°07'31.99"W,65°14'59.37"N,161°19'22.24"W,65°15'52.76"N,160°59'46.14"W,64°59'59.79"N,160°55'48.07"W,64°59'06.92"N,161°15'13.22"W,65.1249916,-161.1255527,65.2498249,-161.3228443,65.2646555,-160.9961499,64.9999416,-160.9300193,64.9852555,-161.2536722,IFSARAK2012N6500W16115_01,IFSARAK2012N6500W16115_01
IFSARAK2012N6500W16130_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6500w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'30"N,161°22'31.88"W,65°14'58.56"N,161°34'30.11"W,65°15'54.18"N,161°14'46.85"W,65°00'00.62"N,161°10'40.04"W,64°59'05.56"N,161°30'12.29"W,65.1249999,-161.3755221,65.2495999,-161.5750304,65.26505,-161.2463471,65.0001722,-161.1777888,64.9848777,-161.5034138,IFSARAK2012N6500W16130_01,IFSARAK2012N6500W16130_01
IFSARAK2012N6500W16145_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6500w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'29.97"N,161°37'31.95"W,65°14'57.76"N,161°49'38.36"W,65°15'55.64"N,161°29'47.57"W,65°00'01.36"N,161°25'31.97"W,64°59'04.05"N,161°45'11.68"W,65.1249916,-161.6255416,65.2493777,-161.8273221,65.2654555,-161.4965471,65.0003777,-161.4255471,64.9844583,-161.7532444,IFSARAK2012N6500W16145_01,IFSARAK2012N6500W16145_01
IFSARAK2012N6500W16200_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6500w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°07'29.90"N,161°52'32"W,65°14'56.82"N,162°04'46.19"W,65°15'56.96"N,161°44'48.66"W,65°00'02.12"N,161°40'24.30"W,64°59'02.58"N,162°00'10.69"W,65.1249721,-161.8755554,65.2491166,-162.0794971,65.2658222,-161.7468499,65.0005888,-161.6734166,64.9840499,-162.0029694,IFSARAK2012N6500W16200_01,IFSARAK2012N6500W16200_01
IFSARAK2012N6515W16115_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6515w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.94"N,161°07'32.07"W,65°29'59.40"N,161°19'24.61"W,65°30'52.45"N,160°59'45.98"W,65°14'59.70"N,160°55'45.93"W,65°14'07.18"N,161°15'13.50"W,65.3749832,-161.1255749,65.4998333,-161.3235027,65.5145694,-160.9961055,65.2499166,-160.9294249,65.2353277,-161.25375,IFSARAK2012N6515W16115_01,IFSARAK2012N6515W16115_01
IFSARAK2012N6515W16130_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6515w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.93"N,161°22'31.90"W,65°29'58.49"N,161°34'32.46"W,65°30'53.76"N,161°14'46.60"W,65°15'00.58"N,161°10'37.78"W,65°14'05.87"N,161°30'12.52"W,65.3749804,-161.3755277,65.4995805,-161.5756832,65.5149333,-161.2462777,65.2501611,-161.177161,65.2349638,-161.5034777,IFSARAK2012N6515W16130_01,IFSARAK2012N6515W16130_01
IFSARAK2012N6515W16145_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6515w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.96"N,161°37'32.10"W,65°29'57.75"N,161°49'40.73"W,65°30'55.25"N,161°29'47.66"W,65°15'01.35"N,161°25'29.98"W,65°14'04.42"N,161°45'11.87"W,65.3749888,-161.6255832,65.4993749,-161.8279804,65.5153472,-161.4965721,65.250375,-161.4249943,65.234561,-161.7532972,IFSARAK2012N6515W16145_01,IFSARAK2012N6515W16145_01
IFSARAK2012N6515W16200_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6515w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°22'29.97"N,161°52'31.92"W,65°29'56.90"N,162°04'48.59"W,65°30'56.66"N,161°44'48.33"W,65°15'02.20"N,161°40'21.82"W,65°14'03.03"N,162°00'10.83"W,65.3749916,-161.8755332,65.4991388,-162.0801638,65.5157388,-161.7467583,65.2506111,-161.6727277,65.2341749,-162.0030083,IFSARAK2012N6515W16200_01,IFSARAK2012N6515W16200_01
IFSARAK2012N6530W16115_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6530w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.92"N,161°07'32.05"W,65°44'59.39"N,161°19'26.89"W,65°45'52.10"N,160°59'45.69"W,65°29'59.69"N,160°55'43.67"W,65°29'07.51"N,161°15'13.70"W,65.6249777,-161.1255693,65.7498305,-161.324136,65.7644722,-160.9960249,65.4999138,-160.9287971,65.4854194,-161.2538055,IFSARAK2012N6530W16115_01,IFSARAK2012N6530W16115_01
IFSARAK2012N6530W16130_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6530w16130P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.96"N,161°22'32.01"W,65°44'58.51"N,161°34'35.15"W,65°45'53.45"N,161°14'46.26"W,65°30'00.61"N,161°10'35.41"W,65°29'06.23"N,161°30'13.06"W,65.6249888,-161.3755582,65.749586,-161.5764304,65.7648472,-161.2461833,65.5001694,-161.1765027,65.4850638,-161.5036277,IFSARAK2012N6530W16130_01,IFSARAK2012N6530W16130_01
IFSARAK2012N6530W16145_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6530w16145P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.89"N,161°37'31.94"W,65°44'57.70"N,161°49'43.02"W,65°45'54.84"N,161°29'47.23"W,65°30'01.28"N,161°25'27.45"W,65°29'04.71"N,161°45'11.93"W,65.6249693,-161.6255388,65.749361,-161.8286166,65.7652333,-161.4964527,65.5003555,-161.4242916,65.4846416,-161.7533138,IFSARAK2012N6530W16145_01,IFSARAK2012N6530W16145_01
IFSARAK2012N6530W16200_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6530w16200P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°37'29.96"N,161°52'32.09"W,65°44'56.91"N,162°04'51.29"W,65°45'56.30"N,161°44'48.24"W,65°30'02.18"N,161°40'19.55"W,65°29'03.39"N,162°00'11.22"W,65.6249888,-161.8755804,65.7491416,-162.0809138,65.7656388,-161.7467333,65.5006055,-161.6720971,65.4842749,-162.0031166,IFSARAK2012N6530W16200_01,IFSARAK2012N6530W16200_01
IFSARAK2012N6545W16115_01,2012/07/09,2012/07/26,USGS,IntermapTechnologiesInc.,ORI_n6545w16115P,AlbersConicalEqualArea,NAD83,0.625,METER,GEOTIFF,ORI,65°52'29.95"N,161°07'31.92"W,65°59'59.36"N,161°19'29.08"W,66°00'51.73"N,160°59'45.27"W,65°44'59.79"N,160°55'41.29"W,65°44'07.95"N,161°15'13.82"W,65.874986,-161.1255332,65.9998221,-161.3247443,66.0143694,-160.9959083,65.7499416,-160.928136,65.7355416,-161.2538388,IFSARAK2012N6545W16115_01,IFSARAK2012N6545W16115_01
